"TOA5","CR1000","CR1000","E11924","CR1000.Std.16","CPU:Promice2015e.CR1","65241","TxBufferTable"
"TIMESTAMP","RECORD","TxBufferString"
"TS","RN",""
"","","Smp"
"2020-05-04 08:00:00",1026,"'2020-05-04 08:00:00',901,-4.654,35.61,79.19,1.98,215.9,159.8,115.3,-37.17,-7.225,-3.839,'!S'  "
"2020-05-04 09:00:00",1027,"'2020-05-04 09:00:00',902,-4.101,36.85,74.66,2.243,232.6,605,424,-100.5,-21.72,-0.329,'!S'  "
"2020-05-04 10:00:00",1028,"'2020-05-04 10:00:00',902,-3.353,38.35,64.99,1.758,230.5,819,586.3,-117.1,-35.47,3.731,'!S'  "
"2020-05-04 11:00:00",1029,"'2020-05-04 11:00:00',902,-2.519,39.3,58.62,2.158,241.4,1150,843,-103.3,-30.18,4.799,'!S'  "
"2020-05-04 12:00:00",1030,"'2020-05-04 12:00:00',903,-2.137,39.44,54.63,2.507,224.8,933,693.8,-94.7,-28.03,4.164,'!S',2.343,NAN,0.1,NAN,NAN,NAN,-109,NAN,NAN,NAN,NAN,-0.545,0.918,'GT095835.00','NH6133.52161','EH00747.77499','993.2','0.73',150.5,14.52,-96.8,-1.893,52.04,2.538,234.2,'!I'  "
"2020-05-04 13:00:00",1031,"'2020-05-04 13:00:00',903,-1.321,40.43,48.73,1.335,229.2,928,684,-143.3,-44.84,7.725,'!S'  "
"2020-05-04 14:00:00",1032,"'2020-05-04 14:00:00',903,-1.002,40.69,46.27,1.23,124.5,762.6,558.3,-115.8,-40.68,6.891,'!S'  "
"2020-05-04 15:00:00",1033,"'2020-05-04 15:00:00',903,-0.815,40.55,47.8,1.673,297.2,700,520.6,-112.4,-31.97,5.013,'!S'  "
"2020-05-04 16:00:00",1034,"'2020-05-04 16:00:00',904,-0.885,40.13,49.69,1.437,255.7,482.8,368.5,-109.2,-29.53,3.639,'!S'  "
"2020-05-04 17:00:00",1035,"'2020-05-04 17:00:00',904,-0.666,40.64,45.49,2.002,343,656.5,508,-135.8,-29.91,3.674,'!S'  "
"2020-05-04 18:00:00",1036,"'2020-05-04 18:00:00',905,-0.885,40.3,45.68,2.855,224.5,653.6,508.9,-138.5,-28.75,3.233,'!S',2.334,NAN,0.067,NAN,NAN,NAN,NAN,NAN,NAN,-109,-109,-0.427,1.003,'GT155836.00','NH6133.52083','EH00747.77531','991.5','0.70',144.4,14.16,-95.1,-1.27,48.45,2.596,243.6,'!I'  "
"2020-05-04 19:00:00",1037,"'2020-05-04 19:00:00',905,-1.079,39.76,47.09,2.37,216.4,536.7,420.8,-137.3,-26.8,1.96,'!S'  "
"2020-05-04 20:00:00",1038,"'2020-05-04 20:00:00',905,-1.156,39.39,48.09,3.12,196,317.6,238,-134.3,-27.07,1.228,'!S'  "
"2020-05-04 21:00:00",1039,"'2020-05-04 21:00:00',905,-1.942,38.22,54.39,3.832,221.8,118,64.41,-124,-22.58,-1.299,'!S'  "
"2020-05-04 22:00:00",1040,"'2020-05-04 22:00:00',906,-2.881,37.1,57.18,4.795,230.5,6.87,9.45,-116.6,-17.12,-3.204,'!S'  "
"2020-05-04 23:00:00",1041,"'2020-05-04 23:00:00',906,-3.758,36.18,59.72,5.018,218,-5.223,0.605,-112.5,-16.07,-4.126,'!S'  "
"2020-05-05 00:00:00",1042,"'2020-05-05 00:00:00',906,-4.739,35.27,62.16,6.082,218.8,-5.113,0.33,-109.1,-13.84,-4.919,'!S',2.352,NAN,-0.033,-273.2,-273.2,-273.2,-273.2,-109,-109,-109,NAN,-0.624,0.895,'GT215835.00','NH6133.52056','EH00747.77591','990.0','0.76',132.3,13.35,-93.2,-5.028,62.64,6.13,216.3,'!I'  "
"2020-05-05 01:00:00",1043,"'2020-05-05 01:00:00',906,-5.226,34.76,62.67,6.366,220,-5.113,0.275,-109.8,-13.76,-5.385,'!S'  "
"2020-05-05 02:00:00",1044,"'2020-05-05 02:00:00',906,-5.807,34.2,63.93,7.008,219.6,-4.784,0.495,-109,-12.32,-5.988,'!S'  "
"2020-05-05 03:00:00",1045,"'2020-05-05 03:00:00',906,-5.704,34.24,63.38,5.994,217.4,-5.059,0.44,-109.3,-13.86,-5.988,'!S'  "
"2020-05-05 04:00:00",1046,"'2020-05-05 04:00:00',906,-6.09,33.86,64.47,5.881,215.5,-4.729,0.55,-107.3,-13.59,-6.437,'!S'  "
"2020-05-05 05:00:00",1047,"'2020-05-05 05:00:00',906,-6.323,33.66,65.08,5.556,216.4,-3.464,1.595,-105.7,-14.19,-6.612,'!S'  "
"2020-05-05 06:00:00",1048,"'2020-05-05 06:00:00',906,-6.083,33.89,64.93,4.527,217.9,42.4,21.83,-104.9,-16.03,-6.336,'!S',2.356,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-0.587,0.96,'GT035835.00','NH6133.52105','EH00747.77489','991.6','0.91',122.8,12.87,-94,-5.927,65.03,3.584,222.3,'!I'  "
"2020-05-05 07:00:00",1049,"'2020-05-05 07:00:00',906,-5.734,34.42,64.23,3.855,211.9,222.5,110.7,-108.7,-19.61,-5.267,'!S'  "
"2020-05-05 08:00:00",1050,"'2020-05-05 08:00:00',906,-5.457,35.13,64.37,3.61,214.5,479.6,290.3,-101.9,-18.75,-3.619,'!S'  "
"2020-05-05 09:00:00",1051,"'2020-05-05 09:00:00',906,-4.465,36.47,63.6,2.289,212.6,607.4,403.7,-97,-21.28,-1.03,'!S'  "
"2020-05-05 10:00:00",1052,"'2020-05-05 10:00:00',906,-3.118,38.29,61.61,1.335,11.1,719.5,490.4,-77.98,-26.37,2.62,'!S'  "
"2021-04-25 05:00:00",5667,"'2021-04-25 05:00:00',944,-4.592,35.09,53.92,0.533,329.4,3.409,8.41,-104,-27.4,-7.006,'!S'  "
"2021-04-25 06:00:00",5668,"'2021-04-25 06:00:00',943,-4.111,35.67,56.57,0.715,310.6,77.29,53,-111.3,-32.96,-5.562,'!S',2.848,NAN,0.414,-3.503,-3.561,-2.026,-6.396,-3.156,-2.897,-1.836,-5.704,-0.027,-0.166,'GT045758.00','NH6113.00961','EH00700.68839','717.5','0.90',131.3,12.76,-57.38,-3.822,53.71,0.71,322.1,'!I'  "
"2021-04-25 07:00:00",5669,"'2021-04-25 07:00:00',944,-3.325,36.94,50.76,0.916,289.8,278.1,198.1,-129.2,-39.41,-1.868,'!S'  "
"2021-04-25 08:00:00",5670,"'2021-04-25 08:00:00',943,-2.428,38.37,45.16,0.851,275.1,506.2,350,-141.9,-40.24,1.205,'!S'  "
"2021-04-25 09:00:00",5671,"'2021-04-25 09:00:00',943,-1.764,39.38,44.13,1.406,283,709.1,479.8,-148.2,-35.66,2.843,'!S'  "
"2021-04-25 10:00:00",5672,"'2021-04-25 10:00:00',943,-0.889,40.55,41.1,1.374,306.7,930,617.1,-153.7,-35.14,5.172,'!S'  "
"2021-04-25 11:00:00",5673,"'2021-04-25 11:00:00',943,-0.455,40.87,39.65,1.221,307.8,703.5,459.2,-130.6,-34.91,5.977,'!S'  "
"2021-04-25 12:00:00",5674,"'2021-04-25 12:00:00',943,-0.132,41.16,38.92,1.232,341.8,752.5,493.5,-121.4,-33.07,5.755,'!S',2.744,NAN,0.967,0.699,-0.973,-0.348,0.511,0.454,0.511,1.98,2.168,0.088,-0.271,'GT105757.00','NH6113.00931','EH00700.68813','720.5','0.99',149,14.31,-57.21,-0.5,41.06,1.718,339.5,'!I'  "
"2021-04-25 13:00:00",5675,"'2021-04-25 13:00:00',942,0.822,42.42,37.12,0.9,29.96,1159,738.9,-131.8,-37.75,7.842,'!S'  "
"2021-04-25 14:00:00",5676,"'2021-04-25 14:00:00',942,0.864,42.01,38.73,1.741,340.9,809,514.3,-135.5,-31.21,5.904,'!S'  "
"2021-04-25 15:00:00",5677,"'2021-04-25 15:00:00',942,1.364,42.62,38.6,2.418,336.6,1053,644.7,-142.5,-31.62,6.347,'!S'  "
"2021-04-25 16:00:00",5678,"'2021-04-25 16:00:00',942,1.346,42.37,40,2.519,317.2,910,544.5,-148.4,-30.36,5.649,'!S'  "
"2021-04-25 17:00:00",5679,"'2021-04-25 17:00:00',942,1.131,41.82,42.11,2.577,304.6,722.7,423,-140.1,-26.95,4.369,'!S'  "
"2021-04-25 18:00:00",5680,"'2021-04-25 18:00:00',941,0.795,41.36,42.88,2.173,314.8,509.9,288.6,-134.5,-26.42,3.491,'!S',0,NAN,0.967,0.285,-0.433,0.219,0.143,2.055,1.999,3.006,1.199,-0.119,-0.061,'GT165757.00','NH6113.01034','EH00700.69005','720.9','0.81',141.7,13.98,-58.99,0.541,43.09,1.99,310.3,'!I'  "
"2021-04-25 19:00:00",5681,"'2021-04-25 19:00:00',941,0.233,40.52,45.98,1.76,345.7,273.1,144.8,-134,-25.71,2.043,'!S'  "
"2021-04-25 20:00:00",5682,"'2021-04-25 20:00:00',940,-0.639,39.43,49.65,1.704,332.2,77.06,35.98,-124.7,-21.83,-0.287,'!S'  "
"2021-04-25 21:00:00",5683,"'2021-04-25 21:00:00',940,-1.505,38.37,54.45,1.674,320.3,-1.264,5.383,-116.1,-16.71,-2.311,'!S'  "
"2021-04-25 22:00:00",5684,"'2021-04-25 22:00:00',940,-2.33,37.49,58.33,0.743,326.6,-6.484,2.473,-110.9,-17.87,-3.559,'!S'  "
"2021-04-25 23:00:00",5685,"'2021-04-25 23:00:00',940,-2.727,37.09,58.24,0.245,335.3,-5.166,3.517,-107,-19.76,-4.534,'!S'  "
